id,Product_name,Rating,maincateg,platform,price1,Price,Discount,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,EffectivePrice
13003,Bellies For Women  (Grey),4.2,Women,Flipkart,398,1499,73.45,291,54,167,70,26,14,14,1,397.9845312499999
9295,Women's | Girls Trendy Lightweight Comfortable Casual wear Lace-Up Shoes Training & Gym Shoes For Women  (Pink),4.2,Women,Flipkart,482,999,51.75,9,6,7,2,0,2,0,0,482.01750000000004
4310,"Women SL-165 Violet Grey Walking Shoes For Women  (Purple, Grey)",4.3,Women,Flipkart,875,999,12.41,400,57,225,109,35,9,22,1,875.0241015624999
17408,Sneakers For Women  (White),4.2,Women,Flipkart,549,999,45.05,195,32,116,25,31,7,12,1,548.9505078125001
7143,Casuals For Women  (Black),4.1,Women,Flipkart,208,599,65.28,54,8,30,13,7,1,4,0,207.97281249999997
11098,Women Brown Flats Sandal,4.0,Women,Flipkart,349,655,46.72,12171,1876,6420,2513,1470,729,1043,0,348.983984375
15065,Smile Slides/Flip Flop for girls Slides,4.0,Women,Flipkart,305,799,61.83,533,82,274,122,61,26,50,1,304.97828125
17758,Outdoors For Men  (Black),4.0,Men,Flipkart,360,999,63.96,151,10,81,26,22,9,13,0,360.03960937500005
19849,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,840,999,15.92,17117,2296,9662,5025,1421,366,643,1,839.95919921875
7136,"Women SL-152 Navy Blue Pink Walking Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,840,999,15.92,701,93,401,195,60,18,27,1,839.95919921875
12787,Women Olive Flats Sandal,3.9,Women,Flipkart,249,499,50.1,876,119,420,183,130,53,90,1,249.001015625
1312,Men SFG-2084 Fluorescent Green Yellow Flip Flops,4.1,Men,Flipkart,249,299,16.72,446,76,237,99,49,26,35,1,249.0072021484375
15958,Dark Brown Leather Jalsa Jutis For Men  (Brown),3.9,Men,Flipkart,483,599,19.37,374,55,182,75,58,20,39,1,482.97369140625
12474,Slippers,3.9,Women,Flipkart,211,499,57.72,1615,190,784,327,216,114,174,1,210.9771875
12610,Women Blue Flats Sandal,4.1,Women,Flipkart,349,699,50.07,1235,153,621,323,155,62,73,1,349.010703125
9142,Sneakers For Women  (Grey),4.2,Women,Flipkart,425,999,57.46,395,70,238,76,38,11,32,0,424.974609375
11024,DOCTOR EXTRA SOFT Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Men's and Boy's Flip Flops,4.1,Men,Flipkart,449,799,43.8,6133,818,3254,1549,674,262,394,1,449.0380078125
1672,Soft and Comfortable Mojaris For Women  (White),5.0,Women,Flipkart,220,799,72.47,4,1,4,0,0,0,0,0,219.96468749999997
10463,Flip Flops,4.1,Women,Flipkart,249,399,37.59,33,6,17,9,2,4,1,0,249.0158984375
14565,Women Black Heels Sandal,4.1,Women,Flipkart,499,999,50.05,119,17,62,31,11,6,9,1,499.0005078125
20856,"Chevit Latest Fashion Combo of 02 Pairs Outdoor Casuals Shoes for Men Outdoors For Men  (Blue, Yellow)",4.0,Men,Flipkart,649,998,34.97,758,117,410,132,96,44,76,1,648.999375
12152,Combo Women Pack of 2 Sneakers With Sports Shoes Walking Shoes For Women  (Multicolor),4.0,Women,Flipkart,609,998,38.98,1908,332,902,471,264,105,166,1,608.979609375
40,Carson 2 New Core Wn s Running Shoes For Women  (Black),4.4,Women,Flipkart,1458,3875,62.39,417,49,37,80,24,16,20,1,1457.3874999999998
229,Lace Up For Men  (Tan),4.2,Men,Flipkart,384,992,55.56,144,17,58,45,16,11,9,1,440.84480468749996
7257,Women Beige Bellies Sandal,4.1,Women,Flipkart,249,999,75.08,1659,260,887,367,204,101,97,0,248.95078124999998
18005,"Chevit Trendy Fashion Sports Combo Pack of 3 Pairs Outdoor Running Shoes for Men Sneakers For Men High Tops For Men  (Black, Red)",3.4,Men,Flipkart,630,1798,64.96,49,7,20,9,3,6,11,1,630.0192187499999
182,Mojaris For Men  (White),4.4,Men,Flipkart,537,795,44.31,7,0,5,2,1,2,3,0,442.7355078125
5194,Capster NU IDP Slippers,4.3,Men,Flipkart,1047,1699,38.38,410,32,240,93,42,16,19,1,1046.9237890625
20972,Men Brown Sandal,3.7,Men,Flipkart,299,1399,78.63,433,47,198,82,51,33,69,0,298.966328125
2082,"Cassiey Latest Collection, Comfortable & Fashionable Pink and Black Bow Knot Bellies for Women's/Girl's Ballet Flats/Ballerinas Bellies For Women  (Pink)",4.3,Women,Flipkart,494,999,50.55,585,108,353,124,48,30,30,1,494.0055078125
13186,Combo Women Pack of 2 Sneakers With Sports Shoes Sneakers For Women  (Multicolor),3.6,Women,Flipkart,499,998,50.0,63,8,27,9,10,8,9,1,499.0
12111,Women Gold Heels Sandal,4.0,Women,Flipkart,599,1299,53.89,22,3,14,3,4,1,2,1,598.96890625
18482,Men's Formal Slip on Slip On For Men  (Brown),4.2,Men,Flipkart,549,999,45.05,162,16,87,41,22,5,7,1,548.9505078125001
14394,Black-Marathon Running Shoes For Men  (Black),4.1,Men,Flipkart,569,949,40.04,9341,1438,4992,2005,1065,470,809,1,569.020390625
16032,Boots For Women  (Black),4.1,Women,Flipkart,999,1699,41.2,51,5,25,10,13,1,2,0,999.011953125
12591,Women Red Flats Sandal,4.3,Women,Flipkart,408,499,18.24,94,11,56,19,14,0,5,1,407.98240234375
10429,Formal Shoe For Men  (Black),4.1,Men,Flipkart,1506,2999,49.78,1168,156,622,282,131,44,89,1,1506.0978125
959,Men Grey Casual Sandal,4.2,Men,Flipkart,1241,2306,50.02,2526,328,1756,86,232,100,207,1,1152.538828125
5595,Women Grey Sports Sandal,4.0,Women,Flipkart,639,799,20.03,26,7,12,9,1,0,4,1,638.96029296875
13077,Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,499,999,50.05,7389,953,3830,1136,828,526,1069,0,499.0005078125
14937,Girls Stylish Casual Sports Shoe Running Shoes For Women  (White),4.2,Women,Flipkart,699,999,30.03,183,25,105,40,18,7,13,1,699.00029296875
20798,Jutis For Women  (Pink),4.1,Women,Flipkart,199,499,60.12,5739,692,3237,1025,654,308,508,0,199.0012109375
7889,Sneaker Sneakers For Men  (White),3.7,Men,Flipkart,325,999,67.47,55,1,30,5,4,4,12,0,324.97468749999996
13953,Blocks Sports Running Shoes For Women  (Black),4.1,Women,Flipkart,499,1299,61.59,130,16,73,26,11,8,11,1,498.94585937500005
2890,Women Gold Flats Sandal,4.1,Women,Flipkart,304,999,69.57,94,9,56,14,14,1,9,1,303.995703125
201,Walking Shoes For Men  (White),3.8,Men,Flipkart,589,960,43.04,205,35,239,35,20,31,17,1,546.8159765625
1463,Bellies For Women  (Blue),3.9,Women,Flipkart,236,599,60.6,317,53,162,49,46,21,39,0,236.00601562499997
11173,DONNA Outdoors For Women  (Grey),4.4,Women,Flipkart,1241,2299,46.02,181,25,116,43,11,4,7,1,1241.00015625
10224,Women Blue Wedges Sandal,4.0,Women,Flipkart,444,999,55.56,312,42,149,74,41,14,31,1,443.9555859375
15807,For Women  (Multicolor),3.7,Women,Flipkart,219,499,56.11,22,4,12,3,1,0,6,0,219.01109375
13098,"Pack of 2 Girls Casual Shoes Sneakers For Women  (Black, Blue)",3.9,Women,Flipkart,499,999,50.05,1433,207,666,329,197,100,141,1,499.0005078125
5413,"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,790,949,16.75,3223,472,1738,875,324,107,179,1,790.0425
17502,"Bxxy Men's Faux Leather Jutti's, Nagra's and Mojari's Jutis For Men  (Blue)",3.9,Men,Flipkart,381,999,61.86,238,27,123,40,32,18,25,1,381.01859375000004
13028,Flip Flops,4.0,Women,Flipkart,499,1298,61.56,24,3,13,4,3,2,2,1,498.951171875
6758,Stylish Flat Mules for women Bellies For Women  (White),4.0,Women,Flipkart,225,699,67.81,2272,323,1117,537,305,131,182,1,225.008125
17655,Juttis For Men Jutis For Men  (Black),4.1,Men,Flipkart,527,999,47.25,551,68,277,141,70,33,30,1,526.9725000000001
7647,Slides,4.1,Women,Flipkart,284,999,71.57,941,135,500,209,121,47,64,1,284.01570312499996
10079,Slides,4.2,Women,Flipkart,1499,2499,40.02,126,15,74,27,9,6,10,1,1498.90015625
18961,445 Sports Shoes Casuals For Men  (Navy),4.0,Men,Flipkart,375,499,24.85,236,32,127,38,33,17,21,1,374.99849609375
12090,Women Gold Heels Sandal,4.1,Women,Flipkart,569,999,43.04,66,,,,8,4,5,1,569.030390625
3833,"Women Blue, Pink Sports Sandal",4.1,Women,Flipkart,444,549,19.13,62,11,34,10,11,4,3,0,443.97630859375
8000,Slippers,4.4,Women,Flipkart,449,499,10.02,52,6,34,9,5,2,2,1,449.0001953125
3656,Java 2 IDP Chocolate Brown-Chocolate Bro Flip Flops,4.1,Men,Flipkart,1379,2299,40.02,679,61,398,135,54,31,61,1,1378.94015625
7876,Women Pink Wedges Sandal,4.2,Women,Flipkart,298,999,70.17,1091,157,574,298,118,40,58,1,298.00171875
5104,Women Red Heels Sandal,4.3,Women,Flipkart,474,999,52.55,255,51,167,39,18,10,21,0,474.0255078125
9325,"Shoes For Women's/Ladies/Female/Girls Trendy Fashionable Lightweight Comfortable Partywear, Casual wear Lace-UpCasual Stylish Boots/ Boots For Women Boots For Women  (White)",4.1,Women,Flipkart,399,899,55.62,424,61,246,82,43,17,36,1,398.9762109375
3823,JFWBANNA PRINT PU Sneakers For Men  (Grey),4.4,Men,Flipkart,1999,3999,50.01,191,24,119,47,14,6,5,1,1999.10015625
15269,Smash Badminton Shoes For Men  (Grey),4.2,Men,Flipkart,1333,1990,33.02,2239,295,1270,547,229,62,131,1,1332.901953125
5010,SFG-204 Flip Flops,4.2,Men,Flipkart,259,284,8.8,61798,7467,0,0,0,0,0,1,259.00800048828125
1701,Slides,4.0,,Flipkart,239,999,76.08,,,,50,29,16,20,1,238.96078124999997
18463,Women Black Wedges Sandal,3.3,Women,Flipkart,314,449,30.07,140,18,54,15,20,14,36,0,313.985703125
16553,"Boots For Women  (White, Blue)",4.2,Women,Flipkart,499,999,50.05,6822,1208,3805,1530,750,254,483,1,499.0005078125
7359,Men Khaki Casual Sandal,4.1,Men,Flipkart,2287,3595,36.38,1054,129,571,253,104,47,79,1,2287.1389843750003
5914,Synthetic Leather Boots for Men Boots For Men  (Tan),4.1,Men,Flipkart,569,1299,56.2,458,63,277,63,57,22,39,1,568.961953125
8525,"Barfi-02 Pink Casual sneakers for ladies | sports shoes for women without laces | Running shoes for girls stylish latest design new fashion | Slip on black shoes for jogging, walking, gym & party Walking Shoes For Women  (Pink)",3.9,Women,Flipkart,331,499,33.67,2666,384,1184,665,364,196,257,1,330.98671875
16436,Jutis For Women  (Multicolor),4.3,Women,Flipkart,599,999,40.04,35,4,24,4,3,2,2,0,599.000390625
7385,"Bellies For Women  (Silver, Grey)",3.8,Women,Flipkart,432,499,13.43,409,63,197,78,48,25,61,0,431.984296875
11007,Slides,3.8,Men,Flipkart,152,499,69.54,4578,483,2291,688,613,356,630,0,151.99539062500003
13492,Combo Pack of 3 Casual Slip On Sneakers For Men  (Blue),3.9,Men,Flipkart,654,1497,56.31,64930,8434,32142,11479,9332,4378,7599,1,654.039296875
13710,Stylish Slipper For Men Slippers,3.9,Men,Flipkart,331,999,66.87,2580,281,1313,442,316,185,324,0,330.96867187500004
7242,Bellies For Women  (Blue),4.0,Women,Flipkart,449,999,55.06,6650,844,3426,1426,921,400,477,0,448.9505859375
9767,BLACK SHARK Running Shoes For Men  (Black),3.9,Men,Flipkart,332,999,66.77,1509,209,796,213,186,107,207,0,331.96773437499996
9307,Women Pink Flats Sandal,3.9,Women,Flipkart,569,999,43.04,19,3,7,6,4,1,1,1,569.030390625
14867,Women Tan Wedges Sandal,3.5,Women,Flipkart,474,999,52.55,102,15,43,15,16,7,21,1,474.0255078125
15134,Sparx Sm-482 Casual Sports Running Shoes For Men  (Black),4.2,Men,Flipkart,999,1349,25.95,4587,612,2661,973,389,183,381,1,998.9344921874999
2902,Men Black Sandal,4.0,Men,Flipkart,898,999,10.11,2853,371,1388,760,332,134,239,0,898.001103515625
162,Women Casual Boots For Women  (Brown),4.2,Women,Flipkart,484,894,50.05,287,44,187,69,11,20,16,1,446.5530078125
20194,Nagra Jutti Jutis For Men  (Black),4.0,Men,Flipkart,245,799,69.34,586,54,330,83,77,32,64,0,244.97343750000005
64,Men White Sandal,3.4,Men,Flipkart,280,1185,71.07,540,98,237,79,74,74,152,1,342.82046875000003
20575,Slippers,2.9,Women,Flipkart,275,599,54.09,39,2,10,6,5,8,10,0,275.0008984375
15905,New Stylish Girls/Women/Ladies High Heel Fashionble Comfortable Women Casual Boots For Women/Girls Out Door Ankle Length Boot Shoe For Women/Girls and Boot for Women/Girl's Boots For Women  (Black),4.0,Women,Flipkart,449,749,40.05,,5,,,3,1,4,1,449.0255078125
4910,Women Yellow Bellies Sandal,4.4,Women,Flipkart,345,599,42.4,35,6,25,4,3,2,1,0,345.023984375
1879,POPPY-STUDDED AFFAIR Casuals For Women  (Pink),4.1,Women,Flipkart,2160,4799,54.99,12,2,6,3,2,0,1,1,2160.0296875
11114,"INDUS-251 Running Shoes For Men  (Grey, Blue)",4.0,Men,Flipkart,599,799,25.03,13402,2088,6679,3236,1735,694,1058,0,599.01029296875
16249,"Royal Look Party Wear Shoes For Men ll Casual Shoes For Men ll Latest Patent Leather Boots for Men Boots For Men  (Red, Maroon)",4.3,Men,Flipkart,799,1299,38.49,2248,324,1466,342,158,100,182,1,799.0148828125
7753,Jutti Jutis For Women  (Multicolor),4.0,Women,Flipkart,257,399,35.59,83,12,45,17,8,7,7,0,256.9958984375
41,Knit IDP Wn s Running Shoes For Women  (Pink),4.4,Women,Flipkart,1124,3808,72.49,757,125,531,144,47,12,36,1,1047.5809375
16792,Walking Shoes For Men  (Grey),4.0,Men,Flipkart,557,999,44.24,14731,2244,7462,3412,1839,684,1334,1,557.0423828125
2943,Men's Casual Half Jutti /Nagra/Jalsa For Men  (Black),4.0,Men,Flipkart,451,999,54.85,181,20,89,47,15,8,22,0,451.04851562500005
12776,Pack of 2 Pair Shoes Sneakers For Men  (Multicolor),4.0,Men,Flipkart,419,999,58.06,2786,287,1566,399,332,164,325,1,418.9805859375
18004,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Pink),4.2,Women,Flipkart,456,999,54.35,1660,236,0,0,0,0,0,1,456.04351562500005
15991,Slippers,4.3,Men,Flipkart,280,329,14.89,98,24,58,23,12,1,4,1,280.0118994140625
9148,Women Multicolor Flats Sandal,3.9,Women,Flipkart,499,999,50.05,135,22,63,35,14,12,12,0,499.0005078125
15933,Men's Gold Wedding & Sherwani Mojaris Jutis For Men  (Gold),3.7,Men,Flipkart,499,999,50.05,12,1,4,4,2,0,2,0,499.0005078125
17894,Enzo 2 Running Shoes For Men  (Black),4.2,Men,Flipkart,2749,5499,50.01,258,27,161,44,18,9,26,1,2748.9503125
8580,Men Multicolor Sports Sandal,3.6,Men,Flipkart,525,998,47.39,1133,156,473,220,165,102,173,1,525.0478125
19679,Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Belly Slipper Jutis For Women  (Multicolor),4.1,Women,Flipkart,269,499,46.09,357,42,191,82,30,25,29,1,269.01089843750003
5946,Women Blue Wedges Sandal,4.0,Women,Flipkart,424,999,57.56,1134,171,602,243,137,53,102,1,423.9755859375
20455,Women Gold Heels Sandal,3.8,Women,Flipkart,474,999,52.55,99,13,49,13,17,9,11,0,474.0255078125
16747,EQUALIZER 4.0 - GENERATION Running Shoes For Men  (Black),4.5,Men,Flipkart,2499,4999,50.01,87,13,60,19,4,1,3,1,2499.00015625
12906,Casuals For Men  (Black),4.1,Men,Flipkart,426,999,57.36,4670,657,2510,1083,544,200,333,1,425.97359374999996
6716,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64,368,68,201,79,51,11,26,1,496.0
8619,Derby For Men  (Tan),4.2,Men,Flipkart,1589,5299,70.01,103,12,55,29,12,2,5,1,1589.17
20919,Highland Boots For Men  (Brown),3.9,Men,Flipkart,949,2849,66.69,1186,152,597,241,144,70,134,1,949.0018749999999
6121,Women Black Heels Sandal,4.0,Women,Flipkart,471,999,52.85,271,31,148,51,35,6,31,1,471.02851562499995
15776,Climber Outdoors For Men  (Black),4.1,Men,Flipkart,539,999,46.05,5665,694,3370,862,589,288,556,1,538.9605078125
11951,Perfect Stylish Girls High Ankel Boots For Women  (Tan),4.3,Women,Flipkart,499,999,50.05,515,80,312,121,37,17,28,0,499.0005078125
9764,"Yking 2.0 W Running Shoes For Women  (Green, Yellow)",4.3,Women,Flipkart,1409,2999,53.02,871,113,503,248,67,14,40,1,1408.93015625
18340,Women Yellow Heels Sandal,4.2,Women,Flipkart,499,999,50.05,70,6,38,19,5,5,3,0,499.0005078125
5272,"EVOK Running Shoes For Men  (White, Grey)",4.2,Men,Flipkart,1299,1699,23.54,2141,329,1235,465,212,88,141,1,1299.055390625
19933,Wrens GU IDP Flip Flops,4.2,Men,Flipkart,849,1699,50.03,6383,574,3640,1500,608,188,447,1,848.9903125
11374,"punjabi juti , nagra , kurta shoes , nagra shoes , jutti , mojari Mojaris For Men  (Black)",3.6,Men,Flipkart,380,799,52.44,11,0,5,3,0,0,3,0,380.0044140625
2114,Running Shoes For Women  (Pink),4.1,Women,Flipkart,499,749,33.38,3659,582,1866,941,454,153,245,1,498.9837890625
2004,Nike Run All Day 2Mens Running Shoe Running Shoes For Men  (Black),4.8,Men,Flipkart,3847,5495,29.99,9,3,7,2,0,0,0,1,3847.0495312499997
5749,Women Brown Wedges Sandal,4.1,Women,Flipkart,1743,2490,30.0,14,0,8,3,1,1,1,0,1743.0
14107,LOAFER Loafers For Men  (Brown),4.0,,Flipkart,347,999,65.27,,21,,,,10,19,0,346.952734375
5725,Women Pink Flats Sandal,4.0,Women,Flipkart,284,799,64.46,386,47,210,69,47,22,38,0,283.964609375
16291,"Stylish White Casual Shoes Sneakers For Women  (Silver, White)",4.2,Women,Flipkart,399,999,60.06,967,182,529,242,112,30,54,1,399.0005859375
4812,EVERFORCE BREEZE Running Shoe For Women  (Black),4.2,Women,Flipkart,2836,6999,59.48,11,1,5,4,1,1,0,1,2835.9946874999996
16432,Women Black Flats Sandal,4.0,,Flipkart,255,999,74.47,,,,26,17,4,7,0,255.0446875
7085,Ligero Women's Sneaker,3.7,Women,Amazon,399,499,20.04,881,462,14,9,13,21,43,0,399.000390625
4962,Pure Leather Outdoors For Men  (Tan),3.7,Men,Flipkart,899,1999,55.03,119,22,47,28,21,11,12,1,898.9503125000001
10366,Slip On Sneakers For Women  (Blue),4.2,Women,Flipkart,299,899,66.74,121,19,68,26,16,1,10,0,299.007421875
15597,Women Gold Wedges Sandal,3.8,Women,Flipkart,539,999,46.05,17,2,7,4,3,1,2,1,538.9605078125
3754,Slip On For Men  (Black),4.0,Men,Flipkart,2375,2795,15.03,194,28,111,32,20,10,21,1,2374.9115234375
8193,"Green Running shoes for boys | sports shoes for men | Lace up lightweight white shoes for running, walking, gym, trekking, hiking & party Running Shoes Lace Up For Men  (Green) Running Shoes For Men  (Green)",4.0,Men,Flipkart,426,1599,73.36,871,103,492,126,115,49,89,0,425.97359374999996
4660,ALINA Walking Shoes For Women  (Purple),4.1,Women,Flipkart,749,799,6.26,624,84,296,203,80,9,36,1,748.98259765625
16592,Combo pack of 2 sports and running shoes for men Walking Shoes For Men  (Multicolor),3.4,Men,Flipkart,498,998,50.1,127,16,56,8,22,18,23,1,498.00203125
8149,Women Stylish Black Boots For Women  (Black),3.4,Women,Flipkart,799,1899,57.93,5,0,1,2,1,0,1,0,798.9092968750001
14184,Combo Pack of 2 Latest Collection Stylish Casual Loafer Sneakers Shoes for Women Casuals For Women  (Multicolor),3.9,Women,Flipkart,419,998,58.02,212,30,99,49,35,8,21,1,418.96039062499995
20020,Boots For Women  (Black),4.1,Women,Flipkart,548,999,45.15,33,5,17,5,5,3,1,1,547.9514843750001
13732,Jalsa Nagra Jutti Mojaris For Men Mojaris For Men  (Brown),4.0,Men,Flipkart,349,499,30.06,698,82,367,134,92,39,66,0,349.00060546875
3750,Derby For Men  (Brown),3.9,Men,Flipkart,899,1999,55.03,47,10,24,8,6,2,7,0,898.9503125000001
979,Outdoor Shoe For Men  (Brown),4.4,Men,Flipkart,2568,3885,35.35,8694,1392,10747,1381,687,87,1131,1,2511.6525
9017,DOCTOR EXTRA SOFT Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.1,Women,Flipkart,360,599,39.9,22388,2911,11324,6122,2742,917,1285,1,359.99898437499996
8173,Smart Buckle Boots For Women  (Brown),4.3,Women,Flipkart,556,1299,57.2,553,74,342,120,49,11,40,0,555.971953125
7466,Synthetic Leather Casual Partywear New Design Stylish Look Boots Shoes For Womens And Girls Boots For Women  (Black),4.2,Women,Flipkart,594,1199,50.46,70,11,40,17,4,4,5,1,593.984609375
1955,Designer Brown Kohlapuri Jutti for Men/Boy Kolhapuris For Men  (Brown),3.7,Men,Flipkart,498,1399,64.4,7,0,1,3,3,0,0,1,498.04398437500004
1815,Women Black Heels Sandal,4.0,Women,Flipkart,664,999,33.53,169,18,90,33,16,10,20,1,664.0353124999999
12665,Slip On For Women  (Black),3.6,Women,Flipkart,1048,2299,54.42,15,2,8,0,3,1,3,1,1047.88421875
16251,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,899,999,10.01,1959,350,1198,528,121,38,59,1,899.00009765625
3448,Black Fur Bear Sliders Slides,4.1,Women,Flipkart,299,499,40.08,3508,452,1945,755,384,179,245,1,299.00078125
10592,Jutis For Women  (Multicolor),4.0,Women,Flipkart,299,599,50.08,251,41,140,41,27,18,25,0,299.02078125
5254,Genuine Leather Slip On For Men  (Black),4.3,Men,Flipkart,1549,4299,63.97,48,10,24,16,5,2,1,0,1548.9296875
11674,Women Pink Wedges Sandal,4.2,Women,Flipkart,209,259,19.31,230,37,136,44,26,11,13,1,208.987099609375
14416,Women Beige Flats Sandal,3.8,Women,Flipkart,297,549,45.9,903,115,412,169,136,70,117,1,297.008984375
9969,Men Black Clogs Sandal,4.2,Men,Flipkart,2271,3495,35.02,11,2,5,5,0,0,1,0,2271.051015625
18707,MEN LEATHER JALSA MOJARIS CASUAL JUTTIS Jutis For Men  (Blue),4.0,Men,Flipkart,283,999,71.67,11,0,5,3,2,0,1,0,283.01671875
15512,Women Silver Flats Sandal,3.9,Women,Flipkart,289,699,58.66,125,14,62,27,16,6,14,1,288.9666015625
8694,comfortable lady Shoes for Women/Girl Sneakers For Women  (Black),4.0,Women,Flipkart,289,999,71.07,467,61,265,76,50,33,43,0,289.01070312499996
2571,Synthetic Leather Black Formal Shoes Slip On For Men  (Black),4.1,Men,Flipkart,599,999,40.04,65,9,39,9,7,7,3,1,599.000390625
17118,Women Beige Wedges Sandal,4.1,Women,Flipkart,549,999,45.05,145,19,83,21,26,4,11,0,548.9505078125001
2228,Accu Paduka/slipper Spring Slipper Acupressure & Magnetic Full Body Massage Foot Care Yoga Paduka Massager Slides,3.6,Women,Flipkart,314,999,68.57,3772,498,1510,694,630,344,594,0,313.985703125
2069,Sneakers For Men  (Navy),4.1,Men,Flipkart,379,499,24.05,62,12,32,17,6,2,5,1,378.9905078125
36,For Women  (Black),3.9,Women,Flipkart,517,1195,61.59,54,3,8,23,5,5,8,0,458.99953125
816,Men Brown Sandal,3.6,Men,Flipkart,526,967,55.06,589,65,407,135,101,49,205,1,434.5698046875
1037,Dwane IDP Running Shoes For Men  (White),4.2,Men,Flipkart,1699,3999,57.51,47474,5870,26146,12023,4690,1621,2994,1,1699.1751562499999
12789,Men Tan Flats Sandal,4.4,Men,Flipkart,949,2299,58.72,76,10,49,15,6,2,4,1,949.0271875000001
20646,Hush Puppies Black Leather Shoes For Men Derby For Men  (Black),4.4,Men,Flipkart,2749,2999,8.34,14,0,9,3,1,0,1,0,2748.8833984375
13579,Men Brown Sandal,3.6,Men,Flipkart,297,1399,78.77,460,50,196,80,63,45,76,0,297.0077343749999
17551,Partywear And Casual Chukka Boots for Girls And Women ( 805 ). Boots For Women  (Pink),4.2,Women,Flipkart,599,999,40.04,38,4,23,6,5,2,2,0,599.000390625
5504,Women Maroon Flats Sandal,4.1,Women,Flipkart,599,999,40.04,16,1,5,8,3,0,0,1,599.000390625
12085,Formal office wear for Boys and Men Lace Up For Men  (Black),4.0,Men,Flipkart,459,1499,69.38,219,39,110,49,24,16,20,0,458.99382812499994
441,Running Shoes For Women  (Black),4.3,,Flipkart,2466,4188,39.92,153,20,,,16,3,7,1,2516.15046875
9422,Women Beige Heels Sandal,4.3,Women,Flipkart,500,999,49.95,473,68,275,119,45,16,18,1,499.9994921875
17233,Slippers,3.8,Women,Flipkart,386,998,61.32,153,17,66,37,22,17,11,1,386.02640625000004
4518,BadBoy Style Slipper for Men Slides,4.0,Men,Flipkart,290,799,63.7,21870,2498,0,0,0,0,0,0,290.0369921875
744,Bellies For Women  (Black),4.0,Women,Flipkart,531,1169,50.05,21,2,8,5,1,2,4,0,583.9155078125
1456,"Men Blue, Grey Sandal",4.1,Men,Flipkart,699,875,20.11,,,,,13063,4694,7779,1,699.0375
4708,Men Doctor Ortho Combo Pack Of 2 Pairs Of Slippers,3.9,Men,Flipkart,399,999,60.06,1304,175,583,332,194,87,108,1,399.0005859375
14983,Jaipuri juti & mojari Bellies For Women  (Multicolor),4.0,Women,Flipkart,449,1299,65.43,23,2,14,2,3,2,2,0,449.06429687499997
18133,"Totu Womens Black and Red Casual Stylish Comfort ortho High Heel (Pack Of 1) Flip Flops , Size-5 Flip Flops",3.8,Women,Flipkart,199,499,60.12,787,99,385,148,98,55,101,0,199.0012109375
10713,"Men Navy, Red Sandal",4.2,Men,Flipkart,553,675,18.07,46413,6229,26308,11106,4512,1545,2942,1,553.0275
5325,Men Green Sandal,4.2,Men,Flipkart,1346,1495,9.97,654,85,367,171,53,23,40,0,1345.94849609375
17839,"Men Red, Black Sports Sandal",4.0,Men,Flipkart,940,1999,52.98,5457,791,2642,1456,645,252,462,1,939.9298437499999
19951,Women Beige Heels Sandal,4.0,Women,Flipkart,399,799,50.06,2795,380,1362,670,390,154,219,0,399.0205859375
12280,Women's Boots For Women  (White),4.1,Women,Flipkart,462,999,53.75,365,50,210,63,43,25,24,0,462.0375
7861,Men SFG-48 Flip Flops,4.0,,Flipkart,404,425,4.94,,,,5823,,1248,2378,1,404.005
12244,Ankle Length Stylish Boots For Men  (Brown),3.9,Men,Flipkart,499,999,50.05,1687,247,873,277,192,120,225,1,499.0005078125
15890,Womens Black Strech Suede Long Boots Boots For Women  (Black),5.0,Women,Flipkart,3961,9600,58.74,3,0,3,0,0,0,0,0,3960.96
1934,"Bellies For Women  (Silver, Grey)",3.8,Women,Flipkart,432,499,13.43,411,63,199,78,48,25,61,0,431.984296875
4402,Shoes for Women Sneakers For Women  (Blue),4.0,Women,Flipkart,347,499,30.46,4147,688,2175,864,538,204,366,1,347.004609375
6580,JUTTI106MULTI For Women  (Multicolor),4.2,Women,Flipkart,285,542,47.42,6,0,4,0,1,1,0,0,284.98361328125
17876,Icon star V2 IDP Sneakers For Men  (White),4.1,Men,Flipkart,1649,3299,50.02,1864,257,1049,423,159,64,169,1,1648.84015625
5412,Traditional Leather Punjabi Mojaris / Juttis Mojaris For Men  (Black),4.8,Men,Flipkart,569,1499,62.04,19,1,16,2,1,0,0,0,569.020390625
10212,Men Tan Sandal,3.8,Men,Flipkart,379,999,62.06,53,13,25,8,10,4,6,1,379.02058593749996
20549,Women Black Wedges Sandal,4.1,Women,Flipkart,1048,1999,47.57,63,7,33,15,7,4,3,1,1048.075703125
